budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,vote_average,vote_count,title,soup
32000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}]",en,5.575992,"[{'name': 'Touchstone Pictures', 'id': 9195}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-07-05,152036382.0,123.0,6.2,328.0,Phenomenon,Drama Fantasy Romance Science Fiction jonturteltaub jonturteltaub johntravolta kyrasedgwick forestwhitaker braintumor telekinesis genius terminalillness doctor psionicpower
40000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,13.309013,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-07-24,152266007.0,149.0,7.0,522.0,A Time To Kill,Crime Drama Thriller joelschumacher joelschumacher matthewmcconaughey sandrabullock samuell.jackson kukluxklan rape mississippi juror blackmail attemptedmurder forgiveness court shooting murder suspense lawyer trial courtroom racialtension kkk racialissues courtroomdrama
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,3.906949,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-07-19,17193231.0,98.0,5.2,49.0,Fled,Action Comedy Thriller kevinhooks kevinhooks laurencefishburne stephenbaldwin salmahayek hacker undercoveragent mafia chaingang fugitive floppydisk
26000000,"[{'id': 35, 'name': 'Comedy'}]",en,10.177303,"[{'name': 'Scott Rudin Productions', 'id': 258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-20,116400000.0,102.0,6.5,172.0,The First Wives Club,Comedy hughwilson hughwilson goldiehawn bettemidler dianekeaton divorce divorcedwoman reunitedfriends
80000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,8.772188,"[{'name': 'Touchstone Pictures', 'id': 9195}, {'name': 'Brian Grazer/Scott Rudin Productions', 'id': 90663}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-08,309492681.0,117.0,6.4,482.0,Ransom,Action Thriller ronhoward ronhoward melgibson garysinise delroylindo bounty lossofchild yellowpress fbi baby-snatching suspense fbiagent millionaire
0,"[{'id': 35, 'name': 'Comedy'}]",en,4.220058,"[{'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-25,21302121.0,86.0,5.4,51.0,High School High,Comedy hartbochner hartbochner jonlovitz tiacarrere louisefletcher highschool school spoof losangeles
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,15.874491,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Chicago Pacific Entertainment', 'id': 2377}, {'name': 'Zanuck Company, The', 'id': 20004}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-02,60209334.0,107.0,5.3,291.0,Chain Reaction,Action Drama Science Fiction Thriller andrewdavis andrewdavis keanureeves morganfreeman rachelweisz fbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstinger
36000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,10.034915,"[{'name': 'Jersey Films', 'id': 216}, {'name': 'TriStar Pictures', 'id': 559}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-02,33459416.0,98.0,6.9,892.0,Matilda,Comedy Family Fantasy dannydevito dannydevito marawilson dannydevito embethdavidtz parentchildrelationship difficultchildhood telekinesis childprodigy childhoodtrauma school teacherstudentrelationship
6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,6.593011,"[{'name': 'Miramax Films', 'id': 14}, {'name': 'Haft Entertainment', 'id': 1363}, {'name': 'Matchmaker Films', 'id': 1443}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-02,22231658.0,121.0,6.7,152.0,Emma,Drama Comedy Romance douglasmcgrath douglasmcgrath gwynethpaltrow tonicollette alancumming skabundertv øverstehylde foran
13000000,"[{'id': 28, 'name': 'Action'}, {'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}]",en,6.554679,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-29,17917287.0,84.0,5.2,119.0,The Crow: City Of Angels,Action Fantasy Thriller timpope timpope vincentpérez miakirshner iggypop tattoo lossofson crow independentfilm duel  
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,1.19589,"[{'name': 'Castle Rock Entertainment', 'id': 97}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-23,12643776.0,117.0,6.8,17.0,The Spitfire Grill,Comedy Drama leedavidzlotoff leedavidzlotoff alisonelliott ellenburstyn marciagayharden prison smalltown independentfilm church
50000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,12.229381,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Rysher Entertainment', 'id': 11661}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-09,42277365.0,97.0,5.6,381.0,Escape From L.A.,Action Adventure Science Fiction Thriller johncarpenter johncarpenter kurtrussell stacykeach stevebuscemi prison usapresident earthquake dystopia attempttoescape losangeles reluctanthero
45000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.24966,"[{'name': 'Regency Enterprises', 'id': 508}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-16,53854588.0,135.0,5.9,152.0,Tin Cup,Comedy Drama Romance ronshelton ronshelton kevincostner donjohnson cheechmarin lover(female) golf man-womanrelation sport womanbetweentwomen
6000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,41.109264,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Alfran Productions', 'id': 10211}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1972-03-14,245066411.0,175.0,8.5,6024.0,The Godfather,Drama Crime francisfordcoppola francisfordcoppola marlonbrando alpacino jamescaan italy loveatfirstsight lossoffather patriarch organizedcrime mafia lawyer italianamerican crimefamily risetopower mobboss 1940s
900000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",cn,6.751864,"[{'name': 'Golden Harvest Company', 'id': 2521}, {'name': 'Golden Way Films Ltd.', 'id': 3054}]","[{'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1992-07-04,20483423.0,95.0,6.7,109.0,Police Story 3: Supercop,Action Crime Thriller stanleytong stanleytong jackiechan michelleyeoh maggiecheung police crookcouple gangster druglord femalemartialartist
60000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,7.699967,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Toho-Towa', 'id': 657}, {'name': 'Mutual Film Company', 'id': 762}, {'name': 'Pacific Western', 'id': 1280}, {'name': 'PolyGram Filmed Entertainment', 'id': 1382}, {'name': 'Marubeni', 'id': 4650}, {'name': 'Tele München Fernseh Produktionsgesellschaft (TMG)', 'id': 7237}, {'name': 'British Broadcasting Corporation (BBC)', 'id': 15278}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'NZ', 'name': 'New Zealand'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-10,33956608.0,110.0,5.8,130.0,The Relic,Horror Mystery Thriller peterhyams peterhyams penelopeannmiller tomsizemore lindahunt chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle
40000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.725343,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-08-23,49627779.0,96.0,4.6,148.0,The Island Of Dr. Moreau,Fantasy Horror Science Fiction johnfrankenheimer johnfrankenheimer marlonbrando valkilmer davidthewlis monster experiment island mutation genetics hybrid remake h.g.wells
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,7.859132,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-06,22611954.0,84.0,5.4,164.0,Bulletproof,Action Adventure Comedy Thriller ernestr.dickerson ernestr.dickerson damonwayans adamsandler jamescaan undercover friendship police cop bulletwound drug druglord
5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.768288,"[{'name': 'Miramax Films', 'id': 14}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1995-09-29,15116634.0,88.0,5.0,173.0,Halloween: The Curse Of Michael Myers,Horror Thriller joechappelle joechappelle donaldpleasence paulrudd mariannehagan massmurder nudity halloween attempttoescape cult psychopath escapeagent murder escape slasher doctor niece death evil michaelmyers psychiatric murderhunt halloweennight
2479000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,18.20822,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Alfred J. Hitchcock Productions', 'id': 10715}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-05-09,28000000.0,128.0,8.0,1162.0,Vertigo,Mystery Romance Thriller alfredhitchcock alfredhitchcock jamesstewart kimnovak barbarabelgeddes sanfrancisco senseofguilt bachelor obsession loveofone'slife vertigo museum necklace grave plan painting filmnoir
1000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,17.911314,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1954-08-01,36764313.0,112.0,8.2,1531.0,Rear Window,Drama Mystery Thriller alfredhitchcock alfredhitchcock jamesstewart gracekelly wendellcorey nurse photographer suspicionofmurder girlfriend neighbor salesman apartment convalescence voyeurism homebound
4000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,12.410427,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-07-07,13275000.0,136.0,7.8,1062.0,North By Northwest,Mystery Thriller alfredhitchcock alfredhitchcock carygrant evamariesaint jamesmason assassination spy mountrushmorenationalmemorial mistakenidentity ontherun fugitive espionage advertising framed governmentagent
3000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.994281,"[{'name': 'United Artists', 'id': 60}, {'name': 'The Mirisch Company', 'id': 11241}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1960-06-15,25000000.0,125.0,8.1,498.0,The Apartment,Comedy Drama Romance billywilder billywilder jacklemmon shirleymaclaine fredmacmurray newyork newyear'seve lovesickness agedifference suicideattempt office flat spaghetti christmasparty winter clerk tennisracket romanticcomedy extramaritalaffair
2883848,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,11.845107,"[{'name': 'The Mirisch Corporation', 'id': 219}, {'name': 'Ashton Productions', 'id': 11982}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1959-03-18,25000000.0,122.0,8.0,835.0,Some Like It Hot,Comedy Romance billywilder billywilder marilynmonroe tonycurtis jacklemmon chicago witness musician mafia crossdressing band spat allgirlband st.valentine'sdaymassacre sugar valentine'sday dressing
4000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",en,7.098731,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-12-05,13474588.0,113.0,7.7,351.0,Charade,Comedy Mystery Romance Thriller stanleydonen stanleydonen carygrant audreyhepburn waltermatthau paris cia agedifference loveofone'slife interpreter lossofhusband french stamp train alias hitchcockian
878000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,13.916101,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1942-11-26,10462500.0,102.0,7.9,1462.0,Casablanca,Drama Romance michaelcurtiz michaelcurtiz humphreybogart ingridbergman paulhenreid lovetriangle corruption spy resistance casablanca emigration visa patriotism nationalism concentrationcamp nazi war melodrama filmnoir
17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,12.494394,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-10-21,72070731.0,170.0,7.4,361.0,My Fair Lady,Drama Family Music Romance georgecukor georgecukor audreyhepburn rexharrison stanleyholloway musical transformation flowergirl colonel wager suitor classdifferences tutor aristocrat linguist street highsociety misogynist guttersnipe classprejudice oppositesattract
1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,11.954806,"[{'name': 'Paramount Pictures', 'id': 4}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1953-09-02,12000000.0,119.0,7.8,502.0,Roman Holiday,Comedy Romance williamwyler williamwyler gregorypeck audreyhepburn eddiealbert rome secretidentity boat dance intelligence forbiddenlove embassy duty sightseeing photography
2777000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,22.064932,"[{'name': ""Loew's Incorporated"", 'id': 31892}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-08-15,33754967.0,102.0,7.4,1689.0,The Wizard Of Oz,Adventure Family Fantasy victorfleming victorfleming judygarland frankmorgan raybolger witch adolescence basedonnovel secretidentity clock dream lion tornado scarecrow musical crow music kansa classic imaginaryland cowardliness sepiacolor
4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",en,14.240357,"[{'name': 'Selznick International Pictures', 'id': 1553}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1939-12-15,400176459.0,238.0,7.7,995.0,Gone With The Wind,Drama Romance War victorfleming victorfleming vivienleigh clarkgable oliviadehavilland lifeanddeath civilwar southernusa lossofchild marriageproposal atlanta luxury plantation typhus businesswoman marriagecrisis
839727,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",en,15.811921,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Mercury Productions', 'id': 11447}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-04-30,23217674.0,119.0,8.0,1244.0,Citizen Kane,Mystery Drama orsonwelles orsonwelles orsonwelles josephcotten dorothycomingore journalist newspaper florida capitalist banker mediatycoon artcollector sleigh money child
10500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 12, 'name': 'Adventure'}]",en,22.494622,"[{'name': 'Stanley Kubrick Productions', 'id': 385}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1968-04-10,68700000.0,149.0,7.9,3075.0,2001: A Space Odyssey,Science Fiction Mystery Adventure stanleykubrick stanleykubrick keirdullea garylockwood williamsylvester moon jupiter artificialintelligence manvsmachine technology supercomputer humanbeing spacetravel spacemission moonbase astronaut evolution monolith spacestation
2000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.135111,"[{'name': 'RKO Radio Pictures', 'id': 6}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1946-08-15,24464742.0,102.0,7.8,345.0,Notorious,Thriller Drama Romance alfredhitchcock alfredhitchcock carygrant ingridbergman clauderains poison loveatfirstsight marriageproposal undercover patriotism riodejaneiro winecellar fbi atomicbomb staircase nazi daughter suspense espionage millionaire intoxication filmnoir
5400000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",en,10.864284,"[{'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-10-10,35000000.0,201.0,7.5,169.0,Giant,Action Drama Western georgestevens georgestevens elizabethtaylor rockhudson jamesdean hotel jealousy judge texas winecellar restaurant ranch senator funeral sexism petrol fromragstoriches beef tycoon maryland barbecue birthdayparty turkey pony ridingclass hunting
6000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,6.164226,"[{'name': 'Michael Todd Company', 'id': 1258}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1956-10-17,42000000.0,167.0,6.5,85.0,Around The World In Eighty Days,Adventure Comedy Family Fantasy Romance michaelanderson michaelanderson davidniven cantinflas finlaycurrie usa julesverne bet detective asia europe saloon hotairballoon epic train valet aroundtheworld journey steamship
114000,"[{'id': 27, 'name': 'Horror'}]",en,14.384198,"[{'name': 'Laurel Group', 'id': 638}, {'name': 'Off Color Films', 'id': 3139}, {'name': 'Image Ten', 'id': 14121}, {'name': 'Market Square Productions', 'id': 14122}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1968-10-01,30000000.0,96.0,7.5,591.0,Night Of The Living Dead,Horror georgea.romero georgea.romero duanejones juditho'dea karlhardman brothersisterrelationship cemetery gun gasstation lossoffather cellar house barricade zombie trapped bitten
1300000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 10749, 'name': 'Romance'}]",en,6.636872,"[{'name': 'United Artists', 'id': 60}, {'name': 'Independent Film Distributors', 'id': 262}, {'name': 'Romulus Films', 'id': 3632}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1951-12-03,10750000.0,105.0,7.4,232.0,The African Queen,Adventure War Romance johnhuston johnhuston humphreybogart katharinehepburn robertmorley africa missionary river desperation boat patriotism worldwari hippopotamus giraffe methodistchurch moqukito boatwedding leech gin canadian tanzania kongo animalspecies hope faith
3000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.794846,"[{'name': 'Avon Production', 'id': 100}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1958-02-17,17570324.0,108.0,7.6,168.0,Cat On A Hot Tin Roof,Drama Romance richardbrooks richardbrooks elizabethtaylor paulnewman burlives individual suicide southernusa adultery mississippi depression jealousy wifehusbandrelationship dyinganddeath alcoholic
25000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,7.370163,"[{'name': 'Columbia Pictures', 'id': 5}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-13,51702483.0,100.0,5.3,104.0,Maximum Risk,Action Adventure Thriller ringolam ringolam jean-claudevandamme natashahenstridge jean-huguesanglade mistakeinperson dyinganddeath twinbrother russianmafia
28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.728199,"[{'name': 'Geffen Pictures', 'id': 360}, {'name': 'Warner Bros.', 'id': 6194}]","[{'iso_3166_1': 'IE', 'name': 'Ireland'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1996-10-25,16900000.0,132.0,6.8,98.0,Michael Collins,Drama Thriller neiljordan neiljordan liamneeson aidanquinn stephenrea civilwar fight presidentialelection freedomfighter chinesecivilwar ireland
67000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.845918,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Metropolitan Filmexport', 'id': 656}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-20,47267001.0,101.0,6.2,263.0,Last Man Standing,Action Crime Drama Thriller walterhill walterhill brucewillis brucedern williamsanderson prohibition texas gangwar whiskey mafia ontherun tommygun hiredgun
9000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,6.85606,"[{'name': 'New Line Cinema', 'id': 12}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-11-06,41590886.0,118.0,6.9,66.0,Set It Off,Drama Action Crime f.garygray f.garygray jadapinkettsmith queenlatifah vivicaa.fox singleparent bankrobber lastchance losangeles
38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,4.990506,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Castle Rock Entertainment', 'id': 97}, {'name': 'Simian Films', 'id': 10153}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-09-27,17380126.0,118.0,5.7,80.0,Extreme Measures,Drama Thriller michaelapted michaelapted hughgrant genehackman sarahjessicaparker newyork surgeon british suspense morgue hospital medical doctor medicalresearch emergencyroom missingbody
0,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",en,5.511475,"[{'name': 'Walt Disney', 'id': 5888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-04,22955097.0,104.0,5.3,99.0,D3: The Mighty Ducks,Action Comedy Drama Family robertlieberman robertlieberman emilioestevez jeffreynordling davidselby college sport scholarship hockeyplayer hockeycoach teenageboy
50000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,3.998494,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'Davis Entertainment', 'id': 1302}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-10-11,22540359.0,113.0,5.9,62.0,The Chamber,Crime Drama jamesfoley jamesfoley chriso'donnell genehackman fayedunaway kukluxklan doomedman
0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",en,7.151691,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1975-03-21,20000000.0,97.0,6.5,60.0,Escape To Witch Mountain,Adventure Fantasy Science Fiction Family johnhough johnhough kimrichards raymilland donaldpleasence attempttoescape
5000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.722406,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1954-12-23,28200000.0,127.0,6.9,160.0,"20,000 Leagues Under The Sea",Adventure Drama Science Fiction richardfleischer richardfleischer kirkdouglas jamesmason paullukas diving ocean submarine julesverne captain atlantis deepsea warship divingsuit harpoon ship war scubadiving underwater scuba captainnemo giantsquid
14000000,"[{'id': 35, 'name': 'Comedy'}]",en,8.30721,"[{'name': 'Walt Disney', 'id': 5888}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1993-09-30,154864401.0,98.0,6.8,510.0,Cool Runnings,Comedy jonturteltaub jonturteltaub leonrobinson douge.doug rawled.lewis winter trainer olympicgames jamaica trainingcamp reggae bobsleighing sport
0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,10.892812,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Caravan Pictures', 'id': 175}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1994-07-15,50236831.0,102.0,5.7,124.0,Angels In The Outfield,Fantasy Drama Comedy Family williamdear williamdear dannyglover brendafricker josephgordon-levitt baseball
2900000,"[{'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}]",en,14.436858,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1950-03-04,263591415.0,74.0,6.8,1760.0,Cinderella,Family Fantasy Animation Romance clydegeronimi clydegeronimi ilenewoods eleanoraudley lucillebliss basedonnovel cinderella lossofparents mouse ball fairy prince musical midnight princess love orphan family evilstepmother fairygodmother glassslipper
3000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,10.636458,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-12-25,22182353.0,79.0,6.9,935.0,The Sword In The Stone,Animation Family wolfgangreitherman wolfgangreitherman sebastiancabot karlswenson juniusmatthews königarthur merlin knight kingarthur
48000000,"[{'id': 12, 'name': 'Adventure'}]",en,10.639244,"[{'name': 'Warner Bros.', 'id': 6194}, {'name': 'Morgan Creek Productions', 'id': 10210}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-06-14,390493908.0,143.0,6.6,937.0,Robin Hood: Prince Of Thieves,Adventure kevinreynolds kevinreynolds kevincostner morganfreeman christianslater england crusade mercifulness robinhood folkhero
6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,15.11549,"[{'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1964-08-27,102272727.0,139.0,7.4,1217.0,Mary Poppins,Comedy Family Fantasy robertstevenson robertstevenson julieandrews dickvandyke davidtomlinson londonengland dancing parentchildrelationship bank brothersisterrelationship famousscore confidence nanny laughing magic chimneysweeper musical liveactionandanimation
